,passenger_id,survived,pclass,name,gender,age,sibsp,parch,ticket,fare,cabin,embarked
765,766,True,1,"Hogeboom, Mrs. John C (Anna Andrews)",FEMALE,51.0,1,0,13502,77.9583,D11,Southampton
766,767,False,1,"Brewe, Dr. Arthur Jackson",MALE,,0,0,112379,39.6,,Cherbourg
767,768,False,3,"Mangan, Miss. Mary",FEMALE,30.5,0,0,364850,7.75,,Queenstown
768,769,False,3,"Moran, Mr. Daniel J",MALE,,1,0,371110,24.15,,Queenstown
769,770,False,3,"Gronnestad, Mr. Daniel Danielsen",MALE,32.0,0,0,8471,8.3625,,Southampton
770,771,False,3,"Lievens, Mr. Rene Aime",MALE,24.0,0,0,345781,9.5,,Southampton
771,772,False,3,"Jensen, Mr. Niels Peder",MALE,48.0,0,0,350047,7.8542,,Southampton
772,773,False,2,"Mack, Mrs. (Mary)",FEMALE,57.0,0,0,S.O./P.P. 3,10.5,E77,Southampton
773,774,False,3,"Elias, Mr. Dibo",MALE,,0,0,2674,7.225,,Cherbourg
774,775,True,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",FEMALE,54.0,1,3,29105,23.0,,Southampton
775,776,False,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",MALE,18.0,0,0,347078,7.75,,Southampton
776,777,False,3,"Tobin, Mr. Roger",MALE,,0,0,383121,7.75,F38,Queenstown
777,778,True,3,"Emanuel, Miss. Virginia Ethel",FEMALE,5.0,0,0,364516,12.475,,Southampton
778,779,False,3,"Kilgannon, Mr. Thomas J",MALE,,0,0,36865,7.7375,,Queenstown
779,780,True,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",FEMALE,43.0,0,1,24160,211.3375,B3,Southampton
780,781,True,3,"Ayoub, Miss. Banoura",FEMALE,13.0,0,0,2687,7.2292,,Cherbourg
781,782,True,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",FEMALE,17.0,1,0,17474,57.0,B20,Southampton
782,783,False,1,"Long, Mr. Milton Clyde",MALE,29.0,0,0,113501,30.0,D6,Southampton
783,784,False,3,"Johnston, Mr. Andrew G",MALE,,1,2,W./C. 6607,23.45,,Southampton
784,785,False,3,"Ali, Mr. William",MALE,25.0,0,0,SOTON/O.Q. 3101312,7.05,,Southampton
785,786,False,3,"Harmer, Mr. Abraham (David Lishin)",MALE,25.0,0,0,374887,7.25,,Southampton
786,787,True,3,"Sjoblom, Miss. Anna Sofia",FEMALE,18.0,0,0,3101265,7.4958,,Southampton
787,788,False,3,"Rice, Master. George Hugh",MALE,8.0,4,1,382652,29.125,,Queenstown
788,789,True,3,"Dean, Master. Bertram Vere",MALE,1.0,1,2,C.A. 2315,20.575,,Southampton
789,790,False,1,"Guggenheim, Mr. Benjamin",MALE,46.0,0,0,PC 17593,79.2,B82 B84,Cherbourg
790,791,False,3,"Keane, Mr. Andrew ""Andy""",MALE,,0,0,12460,7.75,,Queenstown
791,792,False,2,"Gaskell, Mr. Alfred",MALE,16.0,0,0,239865,26.0,,Southampton
792,793,False,3,"Sage, Miss. Stella Anna",FEMALE,,8,2,CA. 2343,69.55,,Southampton
793,794,False,1,"Hoyt, Mr. William Fisher",MALE,,0,0,PC 17600,30.6958,,Cherbourg
794,795,False,3,"Dantcheff, Mr. Ristiu",MALE,25.0,0,0,349203,7.8958,,Southampton
795,796,False,2,"Otter, Mr. Richard",MALE,39.0,0,0,28213,13.0,,Southampton
796,797,True,1,"Leader, Dr. Alice (Farnham)",FEMALE,49.0,0,0,17465,25.9292,D17,Southampton
797,798,True,3,"Osman, Mrs. Mara",FEMALE,31.0,0,0,349244,8.6833,,Southampton
798,799,False,3,"Ibrahim Shawah, Mr. Yousseff",MALE,30.0,0,0,2685,7.2292,,Cherbourg
799,800,False,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",FEMALE,30.0,1,1,345773,24.15,,Southampton
800,801,False,2,"Ponesell, Mr. Martin",MALE,34.0,0,0,250647,13.0,,Southampton
801,802,True,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",FEMALE,31.0,1,1,C.A. 31921,26.25,,Southampton
802,803,True,1,"Carter, Master. William Thornton II",MALE,11.0,1,2,113760,120.0,B96 B98,Southampton
803,804,True,3,"Thomas, Master. Assad Alexander",MALE,0.42,0,1,2625,8.5167,,Cherbourg
804,805,True,3,"Hedman, Mr. Oskar Arvid",MALE,27.0,0,0,347089,6.975,,Southampton
805,806,False,3,"Johansson, Mr. Karl Johan",MALE,31.0,0,0,347063,7.775,,Southampton
806,807,False,1,"Andrews, Mr. Thomas Jr",MALE,39.0,0,0,112050,0.0,A36,Southampton
807,808,False,3,"Pettersson, Miss. Ellen Natalia",FEMALE,18.0,0,0,347087,7.775,,Southampton
808,809,False,2,"Meyer, Mr. August",MALE,39.0,0,0,248723,13.0,,Southampton
809,810,True,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",FEMALE,33.0,1,0,113806,53.1,E8,Southampton
810,811,False,3,"Alexander, Mr. William",MALE,26.0,0,0,3474,7.8875,,Southampton
811,812,False,3,"Lester, Mr. James",MALE,39.0,0,0,A/4 48871,24.15,,Southampton
812,813,False,2,"Slemen, Mr. Richard James",MALE,35.0,0,0,28206,10.5,,Southampton
813,814,False,3,"Andersson, Miss. Ebba Iris Alfrida",FEMALE,6.0,4,2,347082,31.275,,Southampton
814,815,False,3,"Tomlin, Mr. Ernest Portage",MALE,30.5,0,0,364499,8.05,,Southampton
815,816,False,1,"Fry, Mr. Richard",MALE,,0,0,112058,0.0,B102,Southampton
816,817,False,3,"Heininen, Miss. Wendla Maria",FEMALE,23.0,0,0,STON/O2. 3101290,7.925,,Southampton
817,818,False,2,"Mallet, Mr. Albert",MALE,31.0,1,1,S.C./PARIS 2079,37.0042,,Cherbourg
818,819,False,3,"Holm, Mr. John Fredrik Alexander",MALE,43.0,0,0,C 7075,6.45,,Southampton
819,820,False,3,"Skoog, Master. Karl Thorsten",MALE,10.0,3,2,347088,27.9,,Southampton
820,821,True,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",FEMALE,52.0,1,1,12749,93.5,B69,Southampton
821,822,True,3,"Lulic, Mr. Nikola",MALE,27.0,0,0,315098,8.6625,,Southampton
822,823,False,1,"Reuchlin, Jonkheer. John George",MALE,38.0,0,0,19972,0.0,,Southampton
823,824,True,3,"Moor, Mrs. (Beila)",FEMALE,27.0,0,1,392096,12.475,E121,Southampton
824,825,False,3,"Panula, Master. Urho Abraham",MALE,2.0,4,1,3101295,39.6875,,Southampton
825,826,False,3,"Flynn, Mr. John",MALE,,0,0,368323,6.95,,Queenstown
826,827,False,3,"Lam, Mr. Len",MALE,,0,0,1601,56.4958,,Southampton
827,828,True,2,"Mallet, Master. Andre",MALE,1.0,0,2,S.C./PARIS 2079,37.0042,,Cherbourg
828,829,True,3,"McCormack, Mr. Thomas Joseph",MALE,,0,0,367228,7.75,,Queenstown
829,830,True,1,"Stone, Mrs. George Nelson (Martha Evelyn)",FEMALE,62.0,0,0,113572,80.0,B28,
830,831,True,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",FEMALE,15.0,1,0,2659,14.4542,,Cherbourg
831,832,True,2,"Richards, Master. George Sibley",MALE,0.83,1,1,29106,18.75,,Southampton
832,833,False,3,"Saad, Mr. Amin",MALE,,0,0,2671,7.2292,,Cherbourg
833,834,False,3,"Augustsson, Mr. Albert",MALE,23.0,0,0,347468,7.8542,,Southampton
834,835,False,3,"Allum, Mr. Owen George",MALE,18.0,0,0,2223,8.3,,Southampton
835,836,True,1,"Compton, Miss. Sara Rebecca",FEMALE,39.0,1,1,PC 17756,83.1583,E49,Cherbourg
836,837,False,3,"Pasic, Mr. Jakob",MALE,21.0,0,0,315097,8.6625,,Southampton
837,838,False,3,"Sirota, Mr. Maurice",MALE,,0,0,392092,8.05,,Southampton
838,839,True,3,"Chip, Mr. Chang",MALE,32.0,0,0,1601,56.4958,,Southampton
839,840,True,1,"Marechal, Mr. Pierre",MALE,,0,0,11774,29.7,C47,Cherbourg
840,841,False,3,"Alhomaki, Mr. Ilmari Rudolf",MALE,20.0,0,0,SOTON/O2 3101287,7.925,,Southampton
841,842,False,2,"Mudd, Mr. Thomas Charles",MALE,16.0,0,0,S.O./P.P. 3,10.5,,Southampton
842,843,True,1,"Serepeca, Miss. Augusta",FEMALE,30.0,0,0,113798,31.0,,Cherbourg
843,844,False,3,"Lemberopolous, Mr. Peter L",MALE,34.5,0,0,2683,6.4375,,Cherbourg
844,845,False,3,"Culumovic, Mr. Jeso",MALE,17.0,0,0,315090,8.6625,,Southampton
845,846,False,3,"Abbing, Mr. Anthony",MALE,42.0,0,0,C.A. 5547,7.55,,Southampton
846,847,False,3,"Sage, Mr. Douglas Bullen",MALE,,8,2,CA. 2343,69.55,,Southampton
847,848,False,3,"Markoff, Mr. Marin",MALE,35.0,0,0,349213,7.8958,,Cherbourg
848,849,False,2,"Harper, Rev. John",MALE,28.0,0,1,248727,33.0,,Southampton
849,850,True,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",FEMALE,,1,0,17453,89.1042,C92,Cherbourg
850,851,False,3,"Andersson, Master. Sigvard Harald Elias",MALE,4.0,4,2,347082,31.275,,Southampton
851,852,False,3,"Svensson, Mr. Johan",MALE,74.0,0,0,347060,7.775,,Southampton
852,853,False,3,"Boulos, Miss. Nourelain",FEMALE,9.0,1,1,2678,15.2458,,Cherbourg
853,854,True,1,"Lines, Miss. Mary Conover",FEMALE,16.0,0,1,PC 17592,39.4,D28,Southampton
854,855,False,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",FEMALE,44.0,1,0,244252,26.0,,Southampton
855,856,True,3,"Aks, Mrs. Sam (Leah Rosen)",FEMALE,18.0,0,1,392091,9.35,,Southampton
856,857,True,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",FEMALE,45.0,1,1,36928,164.8667,,Southampton
857,858,True,1,"Daly, Mr. Peter Denis ",MALE,51.0,0,0,113055,26.55,E17,Southampton
858,859,True,3,"Baclini, Mrs. Solomon (Latifa Qurban)",FEMALE,24.0,0,3,2666,19.2583,,Cherbourg
859,860,False,3,"Razi, Mr. Raihed",MALE,,0,0,2629,7.2292,,Cherbourg
860,861,False,3,"Hansen, Mr. Claus Peter",MALE,41.0,2,0,350026,14.1083,,Southampton
861,862,False,2,"Giles, Mr. Frederick Edward",MALE,21.0,1,0,28134,11.5,,Southampton
862,863,True,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",FEMALE,48.0,0,0,17466,25.9292,D17,Southampton
863,864,False,3,"Sage, Miss. Dorothy Edith ""Dolly""",FEMALE,,8,2,CA. 2343,69.55,,Southampton
864,865,False,2,"Gill, Mr. John William",MALE,24.0,0,0,233866,13.0,,Southampton
865,866,True,2,"Bystrom, Mrs. (Karolina)",FEMALE,42.0,0,0,236852,13.0,,Southampton
866,867,True,2,"Duran y More, Miss. Asuncion",FEMALE,27.0,1,0,SC/PARIS 2149,13.8583,,Cherbourg
867,868,False,1,"Roebling, Mr. Washington Augustus II",MALE,31.0,0,0,PC 17590,50.4958,A24,Southampton
868,869,False,3,"van Melkebeke, Mr. Philemon",MALE,,0,0,345777,9.5,,Southampton
869,870,True,3,"Johnson, Master. Harold Theodor",MALE,4.0,1,1,347742,11.1333,,Southampton
870,871,False,3,"Balkic, Mr. Cerin",MALE,26.0,0,0,349248,7.8958,,Southampton
871,872,True,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",FEMALE,47.0,1,1,11751,52.5542,D35,Southampton
872,873,False,1,"Carlsson, Mr. Frans Olof",MALE,33.0,0,0,695,5.0,B51 B53 B55,Southampton
873,874,False,3,"Vander Cruyssen, Mr. Victor",MALE,47.0,0,0,345765,9.0,,Southampton
874,875,True,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",FEMALE,28.0,1,0,P/PP 3381,24.0,,Cherbourg
875,876,True,3,"Najib, Miss. Adele Kiamie ""Jane""",FEMALE,15.0,0,0,2667,7.225,,Cherbourg
876,877,False,3,"Gustafsson, Mr. Alfred Ossian",MALE,20.0,0,0,7534,9.8458,,Southampton
877,878,False,3,"Petroff, Mr. Nedelio",MALE,19.0,0,0,349212,7.8958,,Southampton
878,879,False,3,"Laleff, Mr. Kristo",MALE,,0,0,349217,7.8958,,Southampton
879,880,True,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",FEMALE,56.0,0,1,11767,83.1583,C50,Cherbourg
880,881,True,2,"Shelley, Mrs. William (Imanita Parrish Hall)",FEMALE,25.0,0,1,230433,26.0,,Southampton
881,882,False,3,"Markun, Mr. Johann",MALE,33.0,0,0,349257,7.8958,,Southampton
882,883,False,3,"Dahlberg, Miss. Gerda Ulrika",FEMALE,22.0,0,0,7552,10.5167,,Southampton
883,884,False,2,"Banfield, Mr. Frederick James",MALE,28.0,0,0,C.A./SOTON 34068,10.5,,Southampton
884,885,False,3,"Sutehall, Mr. Henry Jr",MALE,25.0,0,0,SOTON/OQ 392076,7.05,,Southampton
885,886,False,3,"Rice, Mrs. William (Margaret Norton)",FEMALE,39.0,0,5,382652,29.125,,Queenstown
886,887,False,2,"Montvila, Rev. Juozas",MALE,27.0,0,0,211536,13.0,,Southampton
887,888,True,1,"Graham, Miss. Margaret Edith",FEMALE,19.0,0,0,112053,30.0,B42,Southampton
888,889,False,3,"Johnston, Miss. Catherine Helen ""Carrie""",FEMALE,,1,2,W./C. 6607,23.45,,Southampton
889,890,True,1,"Behr, Mr. Karl Howell",MALE,26.0,0,0,111369,30.0,C148,Cherbourg
890,891,False,3,"Dooley, Mr. Patrick",MALE,32.0,0,0,370376,7.75,,Queenstown
0,892,True,3,"Kelly, Mr. James",MALE,34.5,0,0,330911,7.8292,,Queenstown
1,893,True,3,"Wilkes, Mrs. James (Ellen Needs)",FEMALE,47.0,1,0,363272,7.0,,Southampton
2,894,True,2,"Myles, Mr. Thomas Francis",MALE,62.0,0,0,240276,9.6875,,Queenstown
3,895,True,3,"Wirz, Mr. Albert",MALE,27.0,0,0,315154,8.6625,,Southampton
4,896,True,3,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",FEMALE,22.0,1,1,3101298,12.2875,,Southampton
5,897,True,3,"Svensson, Mr. Johan Cervin",MALE,14.0,0,0,7538,9.225,,Southampton
6,898,True,3,"Connolly, Miss. Kate",FEMALE,30.0,0,0,330972,7.6292,,Queenstown
7,899,True,2,"Caldwell, Mr. Albert Francis",MALE,26.0,1,1,248738,29.0,,Southampton
8,900,True,3,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",FEMALE,18.0,0,0,2657,7.2292,,Cherbourg
9,901,True,3,"Davies, Mr. John Samuel",MALE,21.0,2,0,A/4 48871,24.15,,Southampton
10,902,True,3,"Ilieff, Mr. Ylio",MALE,,0,0,349220,7.8958,,Southampton
11,903,True,1,"Jones, Mr. Charles Cresson",MALE,46.0,0,0,694,26.0,,Southampton
12,904,True,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",FEMALE,23.0,1,0,21228,82.2667,B45,Southampton
13,905,True,2,"Howard, Mr. Benjamin",MALE,63.0,1,0,24065,26.0,,Southampton
14,906,True,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",FEMALE,47.0,1,0,W.E.P. 5734,61.175,E31,Southampton
15,907,True,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",FEMALE,24.0,1,0,SC/PARIS 2167,27.7208,,Cherbourg
16,908,True,2,"Keane, Mr. Daniel",MALE,35.0,0,0,233734,12.35,,Queenstown
17,909,True,3,"Assaf, Mr. Gerios",MALE,21.0,0,0,2692,7.225,,Cherbourg
18,910,True,3,"Ilmakangas, Miss. Ida Livija",FEMALE,27.0,1,0,STON/O2. 3101270,7.925,,Southampton
19,911,True,3,"Assaf Khalil, Mrs. Mariana (Miriam"")""",FEMALE,45.0,0,0,2696,7.225,,Cherbourg
20,912,True,1,"Rothschild, Mr. Martin",MALE,55.0,1,0,PC 17603,59.4,,Cherbourg
21,913,True,3,"Olsen, Master. Artur Karl",MALE,9.0,0,1,C 17368,3.1708,,Southampton
22,914,True,1,"Flegenheim, Mrs. Alfred (Antoinette)",FEMALE,,0,0,PC 17598,31.6833,,Southampton
23,915,True,1,"Williams, Mr. Richard Norris II",MALE,21.0,0,1,PC 17597,61.3792,,Cherbourg
24,916,True,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",FEMALE,48.0,1,3,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
25,917,True,3,"Robins, Mr. Alexander A",MALE,50.0,1,0,A/5. 3337,14.5,,Southampton
26,918,True,1,"Ostby, Miss. Helene Ragnhild",FEMALE,22.0,0,1,113509,61.9792,B36,Cherbourg
27,919,True,3,"Daher, Mr. Shedid",MALE,22.5,0,0,2698,7.225,,Cherbourg
28,920,True,1,"Brady, Mr. John Bertram",MALE,41.0,0,0,113054,30.5,A21,Southampton
29,921,True,3,"Samaan, Mr. Elias",MALE,,2,0,2662,21.6792,,Cherbourg
30,922,True,2,"Louch, Mr. Charles Alexander",MALE,50.0,1,0,SC/AH 3085,26.0,,Southampton
31,923,True,2,"Jefferys, Mr. Clifford Thomas",MALE,24.0,2,0,C.A. 31029,31.5,,Southampton
32,924,True,3,"Dean, Mrs. Bertram (Eva Georgetta Light)",FEMALE,33.0,1,2,C.A. 2315,20.575,,Southampton
33,925,True,3,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",FEMALE,,1,2,W./C. 6607,23.45,,Southampton
34,926,True,1,"Mock, Mr. Philipp Edmund",MALE,30.0,1,0,13236,57.75,C78,Cherbourg
35,927,True,3,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""",MALE,18.5,0,0,2682,7.2292,,Cherbourg
36,928,True,3,"Roth, Miss. Sarah A",FEMALE,,0,0,342712,8.05,,Southampton
37,929,True,3,"Cacic, Miss. Manda",FEMALE,21.0,0,0,315087,8.6625,,Southampton
38,930,True,3,"Sap, Mr. Julius",MALE,25.0,0,0,345768,9.5,,Southampton
39,931,True,3,"Hee, Mr. Ling",MALE,,0,0,1601,56.4958,,Southampton
40,932,True,3,"Karun, Mr. Franz",MALE,39.0,0,1,349256,13.4167,,Cherbourg
41,933,True,1,"Franklin, Mr. Thomas Parham",MALE,,0,0,113778,26.55,D34,Southampton
42,934,True,3,"Goldsmith, Mr. Nathan",MALE,41.0,0,0,SOTON/O.Q. 3101263,7.85,,Southampton
43,935,True,2,"Corbett, Mrs. Walter H (Irene Colvin)",FEMALE,30.0,0,0,237249,13.0,,Southampton
44,936,True,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",FEMALE,45.0,1,0,11753,52.5542,D19,Southampton
45,937,True,3,"Peltomaki, Mr. Nikolai Johannes",MALE,25.0,0,0,STON/O 2. 3101291,7.925,,Southampton
46,938,True,1,"Chevre, Mr. Paul Romaine",MALE,45.0,0,0,PC 17594,29.7,A9,Cherbourg
47,939,True,3,"Shaughnessy, Mr. Patrick",MALE,,0,0,370374,7.75,,Queenstown
48,940,True,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",FEMALE,60.0,0,0,11813,76.2917,D15,Cherbourg
49,941,True,3,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",FEMALE,36.0,0,2,C.A. 37671,15.9,,Southampton
50,942,True,1,"Smith, Mr. Lucien Philip",MALE,24.0,1,0,13695,60.0,C31,Southampton
51,943,True,2,"Pulbaum, Mr. Franz",MALE,27.0,0,0,SC/PARIS 2168,15.0333,,Cherbourg
52,944,True,2,"Hocking, Miss. Ellen Nellie""""",FEMALE,20.0,2,1,29105,23.0,,Southampton
53,945,True,1,"Fortune, Miss. Ethel Flora",FEMALE,28.0,3,2,19950,263.0,C23 C25 C27,Southampton
54,946,True,2,"Mangiavacchi, Mr. Serafino Emilio",MALE,,0,0,SC/A.3 2861,15.5792,,Cherbourg
55,947,True,3,"Rice, Master. Albert",MALE,10.0,4,1,382652,29.125,,Queenstown
56,948,True,3,"Cor, Mr. Bartol",MALE,35.0,0,0,349230,7.8958,,Southampton
57,949,True,3,"Abelseth, Mr. Olaus Jorgensen",MALE,25.0,0,0,348122,7.65,F G63,Southampton
58,950,True,3,"Davison, Mr. Thomas Henry",MALE,,1,0,386525,16.1,,Southampton
59,951,True,1,"Chaudanson, Miss. Victorine",FEMALE,36.0,0,0,PC 17608,262.375,B61,Cherbourg
60,952,True,3,"Dika, Mr. Mirko",MALE,17.0,0,0,349232,7.8958,,Southampton
61,953,True,2,"McCrae, Mr. Arthur Gordon",MALE,32.0,0,0,237216,13.5,,Southampton
62,954,True,3,"Bjorklund, Mr. Ernst Herbert",MALE,18.0,0,0,347090,7.75,,Southampton
63,955,True,3,"Bradley, Miss. Bridget Delia",FEMALE,22.0,0,0,334914,7.725,,Queenstown
64,956,True,1,"Ryerson, Master. John Borie",MALE,13.0,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
65,957,True,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",FEMALE,,0,0,F.C.C. 13534,21.0,,Southampton
66,958,True,3,"Burns, Miss. Mary Delia",FEMALE,18.0,0,0,330963,7.8792,,Queenstown
67,959,True,1,"Moore, Mr. Clarence Bloomfield",MALE,47.0,0,0,113796,42.4,,Southampton
68,960,True,1,"Tucker, Mr. Gilbert Milligan Jr",MALE,31.0,0,0,2543,28.5375,C53,Cherbourg
69,961,True,1,"Fortune, Mrs. Mark (Mary McDougald)",FEMALE,60.0,1,4,19950,263.0,C23 C25 C27,Southampton
70,962,True,3,"Mulvihill, Miss. Bertha E",FEMALE,24.0,0,0,382653,7.75,,Queenstown
71,963,True,3,"Minkoff, Mr. Lazar",MALE,21.0,0,0,349211,7.8958,,Southampton
72,964,True,3,"Nieminen, Miss. Manta Josefina",FEMALE,29.0,0,0,3101297,7.925,,Southampton
73,965,True,1,"Ovies y Rodriguez, Mr. Servando",MALE,28.5,0,0,PC 17562,27.7208,D43,Cherbourg
74,966,True,1,"Geiger, Miss. Amalie",FEMALE,35.0,0,0,113503,211.5,C130,Cherbourg
75,967,True,1,"Keeping, Mr. Edwin",MALE,32.5,0,0,113503,211.5,C132,Cherbourg
76,968,True,3,"Miles, Mr. Frank",MALE,,0,0,359306,8.05,,Southampton
77,969,True,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",FEMALE,55.0,2,0,11770,25.7,C101,Southampton
78,970,True,2,"Aldworth, Mr. Charles Augustus",MALE,30.0,0,0,248744,13.0,,Southampton
79,971,True,3,"Doyle, Miss. Elizabeth",FEMALE,24.0,0,0,368702,7.75,,Queenstown
80,972,True,3,"Boulos, Master. Akar",MALE,6.0,1,1,2678,15.2458,,Cherbourg
81,973,True,1,"Straus, Mr. Isidor",MALE,67.0,1,0,PC 17483,221.7792,C55 C57,Southampton
82,974,True,1,"Case, Mr. Howard Brown",MALE,49.0,0,0,19924,26.0,,Southampton
83,975,True,3,"Demetri, Mr. Marinko",MALE,,0,0,349238,7.8958,,Southampton
84,976,True,2,"Lamb, Mr. John Joseph",MALE,,0,0,240261,10.7083,,Queenstown
85,977,True,3,"Khalil, Mr. Betros",MALE,,1,0,2660,14.4542,,Cherbourg
86,978,True,3,"Barry, Miss. Julia",FEMALE,27.0,0,0,330844,7.8792,,Queenstown
87,979,True,3,"Badman, Miss. Emily Louisa",FEMALE,18.0,0,0,A/4 31416,8.05,,Southampton
88,980,True,3,"O'Donoghue, Ms. Bridget",FEMALE,,0,0,364856,7.75,,Queenstown
89,981,True,2,"Wells, Master. Ralph Lester",MALE,2.0,1,1,29103,23.0,,Southampton
90,982,True,3,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",FEMALE,22.0,1,0,347072,13.9,,Southampton
91,983,True,3,"Pedersen, Mr. Olaf",MALE,,0,0,345498,7.775,,Southampton
92,984,True,1,"Davidson, Mrs. Thornton (Orian Hays)",FEMALE,27.0,1,2,F.C. 12750,52.0,B71,Southampton
93,985,True,3,"Guest, Mr. Robert",MALE,,0,0,376563,8.05,,Southampton
94,986,True,1,"Birnbaum, Mr. Jakob",MALE,25.0,0,0,13905,26.0,,Cherbourg
95,987,True,3,"Tenglin, Mr. Gunnar Isidor",MALE,25.0,0,0,350033,7.7958,,Southampton
96,988,True,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",FEMALE,76.0,1,0,19877,78.85,C46,Southampton
97,989,True,3,"Makinen, Mr. Kalle Edvard",MALE,29.0,0,0,STON/O 2. 3101268,7.925,,Southampton
98,990,True,3,"Braf, Miss. Elin Ester Maria",FEMALE,20.0,0,0,347471,7.8542,,Southampton
99,991,True,3,"Nancarrow, Mr. William Henry",MALE,33.0,0,0,A./5. 3338,8.05,,Southampton
100,992,True,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",FEMALE,43.0,1,0,11778,55.4417,C116,Cherbourg
101,993,True,2,"Weisz, Mr. Leopold",MALE,27.0,1,0,228414,26.0,,Southampton
102,994,True,3,"Foley, Mr. William",MALE,,0,0,365235,7.75,,Queenstown
103,995,True,3,"Johansson Palmquist, Mr. Oskar Leander",MALE,26.0,0,0,347070,7.775,,Southampton
104,996,True,3,"Thomas, Mrs. Alexander (Thamine Thelma"")""",FEMALE,16.0,1,1,2625,8.5167,,Cherbourg
105,997,True,3,"Holthen, Mr. Johan Martin",MALE,28.0,0,0,C 4001,22.525,,Southampton
106,998,True,3,"Buckley, Mr. Daniel",MALE,21.0,0,0,330920,7.8208,,Queenstown
107,999,True,3,"Ryan, Mr. Edward",MALE,,0,0,383162,7.75,,Queenstown
108,1000,True,3,"Willer, Mr. Aaron (Abi Weller"")""",MALE,,0,0,3410,8.7125,,Southampton
109,1001,True,2,"Swane, Mr. George",MALE,18.5,0,0,248734,13.0,F,Southampton
110,1002,True,2,"Stanton, Mr. Samuel Ward",MALE,41.0,0,0,237734,15.0458,,Cherbourg
111,1003,True,3,"Shine, Miss. Ellen Natalia",FEMALE,,0,0,330968,7.7792,,Queenstown
112,1004,True,1,"Evans, Miss. Edith Corse",FEMALE,36.0,0,0,PC 17531,31.6792,A29,Cherbourg
113,1005,True,3,"Buckley, Miss. Katherine",FEMALE,18.5,0,0,329944,7.2833,,Queenstown
114,1006,True,1,"Straus, Mrs. Isidor (Rosalie Ida Blun)",FEMALE,63.0,1,0,PC 17483,221.7792,C55 C57,Southampton
115,1007,True,3,"Chronopoulos, Mr. Demetrios",MALE,18.0,1,0,2680,14.4542,,Cherbourg
116,1008,True,3,"Thomas, Mr. John",MALE,,0,0,2681,6.4375,,Cherbourg
117,1009,True,3,"Sandstrom, Miss. Beatrice Irene",FEMALE,1.0,1,1,PP 9549,16.7,G6,Southampton
118,1010,True,1,"Beattie, Mr. Thomson",MALE,36.0,0,0,13050,75.2417,C6,Cherbourg
119,1011,True,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",FEMALE,29.0,1,0,SC/AH 29037,26.0,,Southampton
120,1012,True,2,"Watt, Miss. Bertha J",FEMALE,12.0,0,0,C.A. 33595,15.75,,Southampton
121,1013,True,3,"Kiernan, Mr. John",MALE,,1,0,367227,7.75,,Queenstown
122,1014,True,1,"Schabert, Mrs. Paul (Emma Mock)",FEMALE,35.0,1,0,13236,57.75,C28,Cherbourg
123,1015,True,3,"Carver, Mr. Alfred John",MALE,28.0,0,0,392095,7.25,,Southampton
124,1016,True,3,"Kennedy, Mr. John",MALE,,0,0,368783,7.75,,Queenstown
125,1017,True,3,"Cribb, Miss. Laura Alice",FEMALE,17.0,0,1,371362,16.1,,Southampton
126,1018,True,3,"Brobeck, Mr. Karl Rudolf",MALE,22.0,0,0,350045,7.7958,,Southampton
